Median, spread, 50ps median, 50ps spread, 100ps median, 100ps spread
24.554581496518082, 0.26844261391248264, 24.482432798691054, 0.44490743599786753, 24.439913279966067, 0.5631303183060411
49.92513859040759, 0.37840328745818125, 49.79113112440262, 1.1051891265916, 49.773529291494945, 2.2029166860328835
75.04339964639532, 0.6569687439076943, 74.88432968129509, 2.3439314675056475, 75.48434348313671, 4.720006512881065
100.11893664129481, 1.0760650276116335, 99.86217867682345, 4.032780832853873, 100.37662648020336, 7.643719291193501
125.43738722635362, 1.3204064277301724, 125.21020023002978, 5.553646675342943, 123.57094110877436, 9.806270585003022
150.03177296653163, 2.2593384294624235, 150.27222288847818, 8.333680294444953, 145.704562031957, 11.12988541459353
175.35370977106467, 2.1568220281275745, 175.48369086186568, 9.926394595657195, 173.5431311631138, 16.766370469903183
199.4045885873153, 3.1802584996976346, 196.86928984347293, 12.825158446583844, 191.005684150318, 19.473324362603673
226.21041895557232, 2.9079216799978678, 224.4898457216957, 12.55785020058895, 224.42598803647815, 29.04807612182509
250.4654240337863, 4.3708849683391575, 249.27917583464395, 17.561310424713184, 249.2167902495514, 30.639680113228994
