231.33430103657224, 0.303049, 2.2402721000000003, 3, 1,5545278, 5545278
57.14721969932748, 35.1676, 20.6476, 4, 5,4049866, 4049866
276.79163671631795, 0.683291, 2.3495422, 4, 7,7958228, 7958228
200.5783769320244, 2.5468459707999997, 2.8850713000000003, 5, 5,5108208, 5108208
186.30852995278156, 2.75033246, 0.0885138, 6, 3,6207026, 6207026
249.77266941678545, 1.7027556, 0.860711, 7, 3,4422892, 4422892
79.90744765689851, 54.71651, 20.2239, 7, 7,2243043, 2243043
278.3141472438915, 1.1726549, 0.250957, 9, 1,3238255, 3238255
171.81149011225284, 7.925912, 3.151433, 9, 2,4827986, 4827986
217.2196761166856, 2.1318919999999997, 2.5405252, 9, 8,4635334, 4635334
39.126049800029136, 21.0983348, 16.8787445, 9, 12,6547938, 6547938
253.7291153118988, 0.558829, 2.7490708, 10, 8,2765824, 2765824
268.59543628043207, 1.2657409999999998, 2.3503039, 11, 2,7464399, 7464399
79.97970928332836, 2.265068291, 5.6376626, 11, 2,9039345, 9039345
7.143258252308783, 5.306954494699999, 5.9152401999999995, 3, 8,6733290, 6733289
259.90333596200594, 0.441413, 2.3308400000000002, 3, 12,8199708, 8199708
291.92459610850074, 0.00949143, 1.80544, 4, 3,3564041, 3564041
253.86670781735052, 0.827587, 2.359019, 4, 9,9386082, 9386082
191.9415331100413, 11.0977179678, 2.884401, 4, 10,8285590, 8285590
94.79590905217856, 11.4347364, 5.2224314, 5, 7,273333, 273333
72.6489583675293, 25.9053804, 8.645362, 8, 1,5284093, 5284093
200.90441937598666, 19.741122400000002, 3.2224905, 8, 7,1568878, 1568878
204.58242578891736, 11.5353, 2.9833065000000003, 9, 3,5424108, 5424108
200.66506741795752, 3.13938, 2.5924161000000003, 9, 8,4756947, 4756947
252.13236802761753, 1.9470468, 2.5971761, 10, 2,5058328, 5058328
225.4964417210847, 2.251954, 2.31806, 10, 10,7335857, 7335857
152.94713955042857, 28.324454600000003, 4.0007980000000005, 11, 9,6568658, 6568658
244.65943966634927, 0.122018, 18.01923, 11, 12,2186686, 2186686
182.06239342087383, 6.364856, 0.0244917, 12, 3,385158, 385158
223.8079760596613, 0.1173, 0.49722500000000003, 12, 8,6881449, 6881449
194.93132703770698, 2.84433, 2.5095077999999997, 1, 3,9282290, 9282290
235.9662402479421, 0.0410383, 0.9611536708, 1, 11,7992206, 7992206
46.63215749614346, 26.554959099999998, 19.8566, 1, 12,2511952, 2511952
13.02244728675555, 0.267573, 2.50253, 2, 1,653181, 653183
215.83757926185217, 10.267833, 2.2839459, 2, 11,5091609, 5091609
55.1658424073089, 10.4832764, 9.027361299999999, 5, 8,3100835, 3100835
241.80013108500702, 0.0495995, 46.45174311000001, 9, 1,9595090, 9595090
274.27161560570835, 1.552745, 2.3615233, 9, 4,7215030, 7215030
171.8518561970609, 21.7434969, 2.5947068, 12, 6,9695783, 9695783
241.9812386261067, 1.587353, 2.555515, 12, 10,6630147, 6630147
1.7117881817358693, 0.291264, 36.14562850000001, 13, 10,902171, 902170
17.929734540430445, 8.8991152, 1.17436, 13, 12,5369835, 5369835
152.67157074430634, 5.5065562, 3.27192139, 2, 2,2991556, 2991556
228.94559616645893, 3.2286098, 2.4450189, 4, 4,8445822, 8445822
80.29035402012539, 60.06236, 18.9826, 4, 10,1106677, 1106677
54.83170907368765, 49.0649927, 14.4673, 4, 11,1321587, 1321587
234.00761827699444, 1.6098923, 2.5740178, 5, 12,61679, 61679
203.53453870199655, 4.0603539799999995, 2.9850007, 6, 6,3893171, 3893171
234.11069426832773, 3.6522547000000003, 2.41298, 6, 12,3828050, 3828050
230.16359158453042, 0.053198, 2.3907571, 7, 6,211057, 211057
23.27460369024061, 21.64186, 1.6610407999999999, 7, 11,3208378, 3208379
257.3933737665152, 2.15265, 2.131304, 8, 10,3629273, 3629273
12.594168934306254, 10.986525, 11.08142, 8, 10,9295753, 9295750
246.1727849066167, 2.2891475999999997, 2.23747, 9, 2,709927, 709927
109.28556587783078, 13.9984064, 4.7678907, 10, 5,7003127, 7003127
218.07708055588432, 2.515243, 0.59054112, 13, 3,3608180, 3608180
156.5822068053942, 7.008371, 3.3704192, 13, 6,5727450, 5727450
192.73802716300452, 0.461047, 2.435931, 13, 8,8366097, 8366097
54.48517003860752, 28.1807302, 17.9511, 1, 1,9994734, 9994734
211.93119683352097, 36.036408171, 2.51848, 1, 5,6860533, 6860533
196.80092022909344, 9.091142000000001, 3.275158, 3, 11,7219387, 7219387
180.40560369011746, 55.466668899999995, 3.7726186, 4, 5,8544086, 8544086
111.06135169839945, 70.4004999, 10.213427800000002, 5, 6,9698157, 9698157
27.97022369753563, 0.256726, 0.9165352999999999, 6, 8,2996977, 2996978
178.52534930360457, 4.40538742, 2.52008, 6, 10,2705705, 2705705
75.26636015339989, 19.7528714, 7.7095554, 7, 7,7740292, 7740292
234.56984373381852, 0.0631708, 2.52008, 8, 10,2705705, 2705705
3.602069449485157, 0.120547, 0.289718, 9, 10,6569951, 6569952
217.33731189934156, 1.3873933, 0.0216802, 12, 5,534334, 534334
167.1557928521147, 3.91008181, 3.455476, 1, 2,7319544, 7319544
246.88592160700114, 1.30616, 1.8711921, 1, 8,9352159, 9352159
247.5491158167399, 0.235624, 1.97652, 1, 10,6938140, 6938140
295.04571093156255, 0.783644, 2.2599881, 3, 11,2560372, 2560372
69.1179360117568, 1.5236555999999999, 6.262644, 4, 4,6512884, 6512884
247.59117883943804, 0.9639439999999999, 2.726383, 6, 1,7283413, 7283413
232.98294228484338, 2.008132, 2.5807759999999997, 8, 12,5719979, 5719979
78.99659827034179, 13.018996999999999, 6.262644, 9, 4,6512884, 6512884
216.64929037951902, 2.5432216708, 2.486192, 11, 3,7142759, 7142759
261.90421450113786, 0.057579, 5.78383, 12, 3,7524784, 7524784
60.624844210951665, 55.39847999999999, 2.76785, 13, 6,1553028, 1553028
150.03676375251553, 1.72699, 6.99296, 2, 3,8263305, 8263305
106.03636431897189, 14.0627781, 0.0362225, 2, 9,8512898, 8512898
264.9949611916777, 1.6760999, 3.4571475, 3, 5,9395816, 9395816
204.3573392316605, 1.509326, 2.4093084, 5, 3,7128364, 7128364
181.07937199987737, 2.80525, 2.5436599, 5, 9,1130319, 1130319
213.48667226882662, 0.4598844, 1.53840441, 6, 6,7653744, 7653744
179.2529263809713, 20.9583948, 3.2281972000000003, 6, 10,9805382, 9805382
94.74595103373645, 26.284532000000002, 0.022659, 7, 8,3897271, 3897271
187.27594266119218, 3.3980027636, 8.5387566808, 8, 3,1186437, 1186437
54.77123876430346, 0.011804, 12.26249715, 9, 4,6748346, 6748346
271.25960484034204, 1.5566701, 2.2841221000000003, 11, 6,443674, 443674
165.85447332156764, 9.0338588, 0.0899331, 12, 2,6546117, 6546117
236.65968075542241, 2.9408374, 2.634534, 13, 2,157126, 157126
202.74743638556015, 9.1503376, 2.9348715000000003, 13, 5,5819617, 5819617
250.8955932214335, 0.636338, 2.3252339, 7, 4,4525443, 4525443
29.955153923896887, 28.0056327, 14.5854, 8, 11,1401112, 1401114
242.3208592668525, 2.4928032900000003, 2.5916781, 8, 11,1581876, 1581876
238.56499169494077, 0.00914342, 1.52367, 9, 2,3198952, 3198952
221.5904504275088, 4.660648, 2.6548311, 10, 9,3749719, 3749719
230.31045409360513, 0.738569, 2.05099, 13, 12,4986927, 4986927
228.68987971052093, 2.7768422, 2.15649, 2, 5,7585398, 7585398
