Incident energy, first deposit (MeV), second deposit (MeV), front detector, back detector, front G4 event ID, back G4 event ID 
51.72718918416183, 0.101996, 0.625101, 6, 15, 6042889, 6042889
193.1081387067161, 0.6425618, 4.2890749999999995, 7, 2, 9591110, 9591110
159.7094976833066, 0.233674, 5.5561233, 8, 25, 2748033, 2748033
146.51616995110294, 4.122291, 5.568086, 8, 25, 6746538, 6746538
130.83778716276697, 2.21507, 5.622428, 9, 2, 9014796, 9014796
131.6568709117796, 5.304396, 1.21809, 9, 7, 1653439, 1653439
196.54652371284897, 1.2571827, 3.89395, 9, 8, 8552833, 8552833
47.214261981782215, 2.634733183, 15.127899200000002, 10, 11, 2262584, 2262584
138.00949128770662, 1.37111945, 5.212327999999999, 10, 11, 6863064, 6863064
70.39652023312169, 5.3342744, 10.3884946, 10, 14, 3977878, 3977878
24.705221642626384, 12.09556711, 12.454, 10, 19, 684749, 684749
50.15376229482024, 9.15237, 18.0603, 11, 15, 4264518, 4264518
129.81286092678602, 0.191119, 5.6021749000000005, 11, 19, 1737447, 1737447
95.17472713058987, 4.662638, 7.9774246, 12, 18, 2814434, 2814434
68.66241968128452, 3.46151644, 10.182547399999999, 12, 22, 3735130, 3735130
27.69239729902222, 0.232463, 18.6803, 13, 1, 2188369, 2188369
382.8811873165291, 0.54003524, 5.079541000000001, 13, 7, 8331731, 8331731
185.09271368662485, 3.1938032, 4.2056, 13, 7, 8858544, 8858544
85.36805484830381, 4.78306258, 8.205148000000001, 13, 25, 9038943, 9038943
65.2164718478299, 9.758633299999998, 6.157507, 15, 21, 5450052, 5450052
112.8749607059674, 2.45051, 6.7341026, 16, 3, 7534894, 7534894
34.29025594010761, 13.1277, 21.0448, 16, 15, 3523610, 3523610
100.07332791886734, 1.5115449, 4.24423, 16, 22, 228438, 228438
19.04080126737017, 1.403, 15.46422, 17, 6, 8293961, 8293961
124.79066053704469, 4.436049000000001, 6.1231839, 17, 22, 3763700, 3763700
54.98733004348935, 3.4612249, 12.6200982, 19, 6, 1704603, 1704603
184.79489743510567, 2.998069, 4.4612741, 19, 13, 1787224, 1787224
103.73987974302327, 0.544637, 0.925649, 20, 12, 5732873, 5732873
165.70807712603687, 3.4034664, 4.579913, 20, 21, 4506175, 4506175
127.42081311823631, 0.0663565, 11.9912, 21, 2, 723231, 723231
145.54562883130484, 3.226434, 5.463117, 22, 5, 5751342, 5751342
51.14195094088291, 5.9823, 15.820576800000001, 22, 7, 5764402, 5764402
195.04770395480296, 2.6278710000000003, 4.8327784000000005, 22, 23, 2181872, 2181872
156.96419566165036, 2.44274, 5.1834274, 23, 17, 2375120, 2375120
84.67336931647924, 4.45411, 8.0435175, 23, 20, 9362034, 9362034
90.89019015360122, 4.987678, 7.7837171, 24, 23, 6658609, 6658609
60.488973498198106, 4.8160759, 7.170057600000001, 25, 12, 1101164, 1101164
124.34688879119676, 4.26203655, 5.841352799999999, 25, 25, 1397654, 1397654
64.49155378892681, 5.13138, 11.876956100000001, 1, 17, 1464700, 1464700
29.479962431896524, 0.332544, 8.00423, 1, 18, 8383591, 8383591
90.75079702340986, 4.119096, 8.138072000000001, 1, 22, 7197058, 7197058
31.970237543526082, 3.0173, 28.4632, 3, 10, 3152689, 3152689
77.9947809607853, 0.957905, 2.00707, 3, 24, 5329702, 5329702
139.1316582219606, 0.569461, 5.0615760000000005, 4, 10, 3811541, 3811541
94.89769278463336, 3.4312641000000004, 7.5803026000000004, 4, 13, 1452877, 1452877
180.69963342618416, 2.23444, 4.627724, 5, 2, 7182915, 7182915
127.68223459983824, 0.58958, 5.7553157, 6, 2, 7179040, 7179040
78.6035843622127, 1.327312, 6.5019347000000005, 6, 7, 6651094, 6651094
24.358501590692867, 11.0699, 13.1092, 6, 15, 903926, 903926
222.1282399834588, 0.148957, 8.138072000000001, 6, 22, 7197058, 7197058
100.76717791851843, 0.677823, 6.909526, 6, 25, 4438419, 4438419
143.96127475547542, 2.371323, 5.694240000000001, 7, 7, 78009, 78009
47.79728855633607, 9.0559397, 18.6842, 7, 19, 4283314, 4283314
79.70152093413697, 5.566923, 9.193754, 7, 24, 1471816, 1471816
62.976741757131435, 9.007009, 12.1995589, 8, 6, 9472626, 9472626
15.366952920910194, 0.158459, 12.7582, 8, 24, 7191614, 7191614
85.6624974946617, 0.0282288, 0.33772, 9, 10, 8496071, 8496071
173.86437912258657, 4.0765494, 4.687539, 10, 19, 9198197, 9198197
103.5736323947176, 6.1705702, 6.884533, 10, 20, 9742236, 9742236
184.8968888192178, 3.8745297, 4.5742652, 11, 2, 297003, 297003
