Incident energy, first deposit (MeV), second deposit (MeV), front detector, back detector 
69.00987785025995, 8.826050428499999, 7.088132000000001, 1, 1
39.579483161683015, 8.886112200000001, 14.991139, 1, 1
101.0534364878115, 1.3639844, 4.6456473, 1, 1
30.171675587277377, 29.014611, 0.296253, 1, 1
100.81277323513063, 0.00832495, 8.6509748, 1, 1
100.16323411719691, 2.5351138099999995, 4.7342641, 1, 1
96.51094010769793, 0.00566793, 1.81053, 1, 1
64.69305921590114, 22.824919523000002, 9.709532099999999, 1, 1
23.356198483075786, 7.96844, 0.00763493, 1, 1
32.2919846380297, 16.88142, 0.00763493, 1, 1
98.61165244116887, 2.8465947, 4.5385176000000005, 1, 1
101.2455643445187, 1.0574564, 4.6108477, 1, 1
41.41116834403704, 5.7247699999999995, 11.6083023, 1, 1
99.8015645783812, 3.9289253, 4.8331161, 1, 1
98.80509678119347, 2.6642181000000003, 0.073098, 1, 1
99.13877610104464, 4.5759096, 4.3925358, 1, 1
20.689330194869058, 2.7200390000000003, 16.9711, 1, 1
55.70493800981558, 4.355889299999999, 7.9022679, 1, 1
101.20840537529489, 0.0278496, 4.4522987, 1, 1
100.44560599502597, 2.899664, 4.7575192, 1, 1
99.48564951774551, 1.9921479800000002, 4.289663, 1, 1
99.94613857484956, 3.3989652, 4.3889466, 1, 1
100.34288864264067, 0.682731, 4.685212, 1, 1
36.344572869192234, 6.80589, 15.9258, 1, 1
99.10889696102777, 3.9496199, 4.3512847, 1, 1
69.2304559713391, 5.2618531, 0.046532, 1, 1
99.68125633446357, 1.9378913, 4.7509085, 1, 1
26.251676920273326, 18.95239, 5.69910269, 1, 1
100.61513402293667, 2.39149, 4.4094359, 1, 1
69.18752417780115, 12.3234642, 0.02797, 1, 1
99.60946919574121, 0.00982492, 0.316652, 1, 1
101.555051896529, 0.8913295999999999, 4.751244499999999, 1, 1
67.13492726077482, 1.546078, 6.101903500000001, 1, 1
99.16544800459269, 1.63319, 4.33925, 1, 1
100.01694041935002, 1.844785, 4.540656, 1, 1
33.73167737313656, 18.0757583, 14.8154, 1, 1
100.70387460300185, 1.1467808, 4.445963, 1, 1
100.83665001511372, 1.87921, 4.516945000000001, 1, 1
55.81457562449225, 7.460332200000001, 8.4477759, 1, 1
60.17188386863188, 8.3073485, 0.0153652, 1, 1
94.21243285786659, 4.6666528000000005, 0.0323721, 1, 1
100.67633931574755, 1.76488, 4.5758493, 1, 1
65.1585029435571, 4.3570508, 7.2154009, 1, 1
99.4085646951728, 0.0102011, 6.787467299999999, 1, 1
99.3226959099718, 4.4065489, 5.1958786, 1, 1
100.20087593455946, 2.9755195, 4.918086, 1, 1
99.62066979314591, 3.2068263000000004, 4.8087951, 1, 1
26.434390772993424, 9.374505000000001, 0.0116017, 1, 1
100.11590592483617, 0.2043102, 4.568433000000001, 1, 1
98.16174212593342, 0.381516, 0.00212496, 1, 1
59.70844702113561, 10.74706, 8.9801161, 1, 1
64.69550252272336, 1.451776, 7.0963393, 1, 1
99.97067848106553, 2.376528, 4.5337425, 1, 1
60.379404781521544, 27.952984200000003, 13.5029, 1, 1
9.031013233377848, 5.22641193, 4.41079, 1, 1
100.31161557163591, 2.308087, 4.8886952, 1, 1
98.47549360009452, 3.4871260399999997, 4.4059010999999995, 1, 1
99.99542837661647, 0.00751226, 0.859953, 1, 1
99.89489777858398, 0.00570414, 0.149084, 1, 1
99.0224883114904, 0.0117112, 3.6228218256, 1, 1
